"X","Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","New_Price","Price","Car_Age","Brand","Kilometers_Per_Year","Is_First_Owner","Fuel_Type_Diesel","Fuel_Type_Electric","Fuel_Type_Petrol","Transmission_Automatic","Transmission_Manual","Brand_Ambassador","Brand_Audi","Brand_Bentley","Brand_BMW","Brand_Chevrolet","Brand_Datsun","Brand_Fiat","Brand_Force","Brand_Ford","Brand_Honda","Brand_Hyundai","Brand_Isuzu","Brand_ISUZU","Brand_Jaguar","Brand_Jeep","Brand_Lamborghini","Brand_Land","Brand_Mahindra","Brand_Maruti","Brand_Mercedes-Benz","Brand_Mini","Brand_Mitsubishi","Brand_Nissan","Brand_Porsche","Brand_Renault","Brand_Skoda","Brand_Tata","Brand_Toyota","Brand_Volkswagen","Brand_Volvo","Location_Ahmedabad","Location_Bangalore","Location_Chennai","Location_Coimbatore","Location_Delhi","Location_Hyderabad","Location_Jaipur","Location_Kochi","Location_Kolkata","Location_Mumbai","Location_Pune"
2818,"Hyundai Verna 1.6 SX CRDi (O)","Kochi",2016,16159,"Diesel","Manual","First",22.32,1582,126.32,5,11.665,7.83,9,"Hyundai",1616,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2819,"Hyundai Accent CRDi","Mumbai",2005,150000,"Diesel","Manual","First",13.1,1493,82,5,11.665,0.85,20,"Hyundai",7143,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2820,"Honda Brio S MT","Mumbai",2014,22100,"Petrol","Manual","First",19.4,1198,86.8,5,11.665,3.55,11,"Honda",1842,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2821,"Hyundai i20 Active 1.2 SX","Coimbatore",2017,35043,"Petrol","Manual","First",17.19,1197,81.86,5,11.665,8.19,8,"Hyundai",3894,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2822,"BMW 3 Series 320d Sport Line","Pune",2018,24000,"Diesel","Automatic","First",18.88,1995,184,5,28,28,7,"BMW",3000,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2823,"Volkswagen Jetta 2013-2015 2.0L TDI Highline AT","Chennai",2015,480000,"Diesel","Automatic","First",16.96,1968,138.03,5,13,13,10,"Volkswagen",43636,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2824,"Volkswagen Polo Petrol Highline 1.6L","Chennai",2011,70000,"Petrol","Manual","Second",15.26,1598,103.5,5,11.665,3.29,14,"Volkswagen",4667,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2825,"Maruti Swift VXi BSIV","Pune",2015,13769,"Petrol","Manual","Second",16.1,1197,85,5,11.665,4.41,10,"Maruti",1252,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2826,"Renault Duster 110PS Diesel RxZ","Kolkata",2013,58000,"Diesel","Manual","First",19.01,1461,108.45,5,15.01,4.99,12,"Renault",4462,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2827,"BMW X3 xDrive 20d Luxury Line","Hyderabad",2009,58000,"Diesel","Automatic","First",18.56,1995,190,5,69.59,17.98,16,"BMW",3412,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2828,"Fiat Avventura MULTIJET Emotion","Coimbatore",2018,18705,"Diesel","Manual","First",20.5,1248,91.72,5,11.665,7.71,7,"Fiat",2338,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2829,"Maruti Wagon R Stingray VXI","Delhi",2013,32378,"Petrol","Manual","First",20.51,998,67.04,5,11.665,2.8,12,"Maruti",2491,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2830,"Chevrolet Sail Hatchback LS ABS","Kolkata",2013,45000,"Diesel","Manual","First",22.1,1248,76.9,5,11.665,3,12,"Chevrolet",3462,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2831,"Mahindra XUV500 W8 2WD","Coimbatore",2015,36836,"Diesel","Manual","First",15.1,2179,140,7,12.49,12.49,10,"Mahindra",3349,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2832,"Tata Zest Quadrajet 1.3","Kochi",2016,54199,"Diesel","Manual","First",23,1248,88.8,5,11.665,5,9,"Tata",5420,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2833,"BMW X3 xDrive20d xLine","Kochi",2017,36935,"Diesel","Automatic","First",18.56,1995,190,5,32.64,32.64,8,"BMW",4104,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2834,"Maruti Swift VDI BSIV","Chennai",2015,23000,"Diesel","Manual","First",25.2,1248,74,5,11.665,6.5,10,"Maruti",2091,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2835,"BMW 5 Series 2013-2017 520d Luxury Line","Bangalore",2015,14000,"Diesel","Automatic","First",18.12,1995,190,5,35,35,10,"BMW",1273,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2836,"Tata Indigo CS eVX","Chennai",2015,100073,"Diesel","Manual","Second",25,1396,69.01,5,11.665,2,10,"Tata",9098,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2837,"Mahindra XUV500 W8 2WD","Kochi",2015,59182,"Diesel","Manual","First",15.1,2179,140,7,11.665,9.46,10,"Mahindra",5380,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2838,"Audi Q7 35 TDI Quattro Premium Plus","Kochi",2016,72132,"Diesel","Automatic","Second",12.07,2967,241.4,7,39,39,9,"Audi",7213,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2839,"BMW 5 Series 2003-2012 520d","Hyderabad",2009,79000,"Diesel","Automatic","First",18.48,1995,177,5,15,15,16,"BMW",4647,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2840,"Hyundai Verna 1.6 SX VTVT (O)","Coimbatore",2013,66930,"Petrol","Manual","First",17.1,1591,121.3,5,11.665,6.15,12,"Hyundai",5148,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2841,"Hyundai Santa Fe 4WD AT","Pune",2015,1e+05,"Diesel","Automatic","Second",13.01,2199,194.3,7,14.5,14.5,10,"Hyundai",9091,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2842,"Hyundai Santro GLS II - Euro II","Bangalore",2012,43000,"Petrol","Manual","First",0,1497,98.6,5,11.665,3.25,13,"Hyundai",3071,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2843,"Maruti Wagon R AMT VXI","Kochi",2018,27413,"Petrol","Automatic","First",20.51,998,67,5,11.665,5.18,7,"Maruti",3427,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2844,"Maruti Wagon R LX BSIII","Pune",2007,90000,"Petrol","Manual","Second",17.3,1061,64,5,11.665,1.24,18,"Maruti",4737,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2845,"Hyundai i20 Sportz 1.2","Kolkata",2013,40300,"Petrol","Manual","First",18.5,1197,82.85,5,11.665,2.8,12,"Hyundai",3100,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2846,"Skoda Superb Elegance 1.8 TSI AT","Kochi",2011,73783,"Petrol","Automatic","Second",13.7,1798,157.75,5,11.665,5.23,14,"Skoda",4919,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2847,"Hyundai Getz GLS","Pune",2005,86000,"Petrol","Manual","Second",15.3,1341,83,5,11.665,0.45,20,"Hyundai",4095,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2848,"Maruti Wagon R LXI BS IV","Delhi",2014,65694,"Petrol","Manual","First",18.9,998,67.1,5,11.665,3.25,11,"Maruti",5474,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2849,"Maruti Omni MPI CARGO BSIV","Kolkata",2015,23000,"Petrol","Manual","First",16.8,796,34.2,5,11.665,1.5,10,"Maruti",2091,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2850,"Hyundai i10 Magna 1.2","Mumbai",2012,51000,"Petrol","Manual","First",20.36,1197,78.9,5,11.665,2.85,13,"Hyundai",3643,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2851,"Renault KWID 1.0 RXT Optional","Kochi",2018,18335,"Petrol","Manual","First",21.7,999,67,5,4.61,4.5,7,"Renault",2292,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2852,"Mercedes-Benz B Class 2012-2015 B200 Sport CDI","Bangalore",2014,36000,"Diesel","Automatic","First",15,2147,107.3,5,16.25,16.25,11,"Mercedes-Benz",3000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2853,"Volkswagen Polo GT TSI","Mumbai",2017,25000,"Petrol","Automatic","First",17.21,1197,103.5,5,11.26,7.75,8,"Volkswagen",2778,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2854,"Mahindra Scorpio VLX 4WD","Bangalore",2007,81000,"Diesel","Manual","Third",12.05,2179,120,8,11.665,4.35,18,"Mahindra",4263,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2855,"Toyota Fortuner 2.8 2WD AT","Kochi",2019,21719,"Diesel","Automatic","First",12.9,2755,174.5,7,37.38,33.13,6,"Toyota",3103,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2856,"Chevrolet Beat Diesel LT","Coimbatore",2013,75421,"Diesel","Manual","First",25.44,936,56.3,5,11.665,3.63,12,"Chevrolet",5802,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2857,"Toyota Innova 2.5 G4 Diesel 8-seater","Delhi",2010,80000,"Diesel","Manual","First",12.8,2494,102,8,11.665,4.75,15,"Toyota",5000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2858,"Maruti Swift Dzire VXI","Kochi",2018,10671,"Petrol","Manual","First",20.85,1197,83.14,5,11.665,6.51,7,"Maruti",1334,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2859,"Renault KWID Climber 1.0 MT","Hyderabad",2018,4126,"Petrol","Manual","First",21.7,999,67,5,5.3,4.8,7,"Renault",516,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2860,"Tata Bolt Quadrajet XM","Hyderabad",2017,98500,"Diesel","Manual","First",22.95,1248,74,5,7.97,6,8,"Tata",10944,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2861,"Hyundai Grand i10 Asta","Coimbatore",2016,61578,"Petrol","Manual","First",18.9,1197,82,5,11.665,6.4,9,"Hyundai",6158,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2862,"Volkswagen Vento 1.5 TDI Highline","Ahmedabad",2014,54000,"Diesel","Manual","First",20.34,1498,103.2,5,14.2,4.9,11,"Volkswagen",4500,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2863,"Audi A6 2011-2015 2.0 TDI","Coimbatore",2013,70998,"Diesel","Automatic","First",17.68,1968,174.33,5,20.57,20.57,12,"Audi",5461,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2864,"Maruti Swift Dzire Ldi BSIV","Kolkata",2015,40082,"Diesel","Manual","First",19.3,1248,73.9,5,11.665,4.76,10,"Maruti",3644,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2865,"Chevrolet Spark 1.0 LT","Kochi",2012,50619,"Petrol","Manual","First",18,995,62,5,11.665,2,13,"Chevrolet",3616,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2866,"BMW 3 Series 320d","Coimbatore",2009,103905,"Diesel","Automatic","First",22.69,1995,190,5,43.31,9.92,16,"BMW",6112,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2867,"Hyundai EON Era Plus","Kochi",2018,15334,"Petrol","Manual","First",21.1,814,55.2,5,11.665,3.69,7,"Hyundai",1917,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2868,"Maruti Swift Dzire VDI","Hyderabad",2013,69000,"Diesel","Manual","First",23.4,1248,74,5,11.665,5.75,12,"Maruti",5308,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2869,"Volkswagen CrossPolo 1.5 TDI","Hyderabad",2014,75160,"Diesel","Manual","First",20.14,1498,88.5,5,11.665,5.7,11,"Volkswagen",6263,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2870,"Honda Amaze E i-Vtech","Coimbatore",2014,44753,"Petrol","Manual","First",18,1198,86.7,5,11.665,4.94,11,"Honda",3729,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2871,"Volkswagen Vento Petrol Highline AT","Kochi",2012,53024,"Petrol","Automatic","First",14.4,1598,103.6,5,11.665,4.29,13,"Volkswagen",3787,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2872,"Maruti Wagon R Stingray VXI","Kolkata",2014,23840,"Petrol","Manual","First",20.51,998,67.04,5,11.665,3,11,"Maruti",1987,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2873,"Volkswagen Polo 1.5 TDI Highline","Hyderabad",2014,81298,"Diesel","Manual","First",20.14,1498,88.8,5,10.15,6.5,11,"Volkswagen",6775,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2874,"Volkswagen Polo Petrol Comfortline 1.2L","Jaipur",2015,59000,"Petrol","Manual","Second",16.47,1198,73.9,5,11.665,4.9,10,"Volkswagen",5364,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2875,"Honda Amaze SX i-DTEC","Kochi",2016,51806,"Diesel","Manual","First",25.8,1498,98.6,5,11.665,5.4,9,"Honda",5181,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2876,"Audi A6 35 TDI Matrix","Delhi",2014,56000,"Diesel","Automatic","First",18.53,1968,187.74,5,59.38,24,11,"Audi",4667,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2877,"Tata Tigor 1.05 Revotorq XZ Option","Kochi",2019,29279,"Diesel","Manual","First",24.7,1047,69,5,11.665,7.46,6,"Tata",4183,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2878,"Volkswagen Vento 1.5 TDI Highline AT","Kochi",2017,33550,"Diesel","Automatic","First",21.5,1498,108.5,5,15.86,9.6,8,"Volkswagen",3728,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2879,"Audi A6 35 TDI Matrix","Hyderabad",2014,62000,"Diesel","Automatic","First",18.53,1968,187.74,5,67.1,25,11,"Audi",5167,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2880,"Nissan Terrano XL 110 PS","Hyderabad",2014,66000,"Diesel","Manual","First",19.01,1461,108.5,5,11.665,6.8,11,"Nissan",5500,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2881,"Skoda Rapid 1.5 TDI AT Elegance","Coimbatore",2016,46630,"Diesel","Automatic","First",21.66,1498,103.52,5,11.665,8.59,9,"Skoda",4663,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2882,"Ford Figo Aspire 1.5 TDCi Trend","Hyderabad",2016,72566,"Diesel","Manual","First",25.83,1498,99,5,11.665,5.29,9,"Ford",7257,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2883,"Tata Venture EX","Pune",2011,51482,"Diesel","Manual","First",15.42,1405,70,8,11.665,2.5,14,"Tata",3432,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2884,"Mercedes-Benz New C-Class C 220 CDI BE Avantgare","Chennai",2011,90000,"Diesel","Automatic","First",14.84,2143,167.62,5,13.9,13.9,14,"Mercedes-Benz",6000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2885,"Toyota Fortuner 4x2 Manual","Jaipur",2014,69000,"Diesel","Manual","Second",13,2982,168.5,7,20,20,11,"Toyota",5750,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2886,"Honda City 1.5 V MT","Delhi",2011,90000,"Petrol","Manual","Second",17,1497,118,5,11.665,3.4,14,"Honda",6000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2887,"Hyundai i20 Asta Option 1.2","Mumbai",2015,39000,"Petrol","Manual","First",18.6,1197,81.83,5,11.665,5.5,10,"Hyundai",3545,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2888,"Volkswagen Vento Diesel Trendline","Hyderabad",2012,110000,"Diesel","Manual","Second",20.54,1598,103.6,5,11.665,3.65,13,"Volkswagen",7857,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2889,"Ford Endeavour 2.5L 4X2 MT","Kochi",2011,68022,"Diesel","Manual","First",13.1,2499,141,7,11.665,5.86,14,"Ford",4535,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2890,"Ford EcoSport 1.5 Petrol Titanium Plus AT","Coimbatore",2018,27852,"Petrol","Automatic","First",14.8,1497,121.36,5,14.1,10.44,7,"Ford",3482,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2892,"Hyundai i20 Sportz Diesel","Coimbatore",2011,68439,"Diesel","Manual","First",23,1396,90,5,11.665,3.37,14,"Hyundai",4563,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2893,"Toyota Innova 2.5 VX (Diesel) 8 Seater","Delhi",2011,150000,"Diesel","Manual","First",12.99,2494,100.6,8,11.665,6.95,14,"Toyota",10000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2894,"Tata Nexon 1.5 Revotorq XZ Plus Dual Tone","Mumbai",2018,14000,"Diesel","Manual","First",21.5,1497,108.5,5,12.22,9.9,7,"Tata",1750,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2895,"Ford Figo Diesel Titanium","Hyderabad",2012,71558,"Diesel","Manual","First",20,1399,68.05,5,11.665,3.3,13,"Ford",5111,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2896,"Porsche Panamera Diesel","Delhi",2013,48000,"Diesel","Automatic","Second",17.85,2967,300,4,50.5,50.5,12,"Porsche",3692,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
